HYPERPARAMS
n_neurons_hl1 = 256
n_neurons_hl2 = 256
discount = 0.99
learning_rate = 0.001
##################################################
EP	reward	steps	d_start	d_end	covered	info
9944	-141.5	86	0.0648	0.0562	0.0086	ACTUATOR EXCEEDED: l1 = 0.1260 @step 86
9945	-50.1	100	0.0454	0.0593	-0.0139	MAX STEPS 100 REACHED, DISTANCE 0.0593.
9946	-136.8	93	0.0190	0.0318	-0.0128	ACTUATOR EXCEEDED: l1 = 0.1260 @step 93
9947	-49.8	100	0.0899	0.0455	0.0444	MAX STEPS 100 REACHED, DISTANCE 0.0455.
9948	-54.4	100	0.0691	0.0967	-0.0276	MAX STEPS 100 REACHED, DISTANCE 0.0967.
9949	-51.5	100	0.1008	0.0675	0.0333	MAX STEPS 100 REACHED, DISTANCE 0.0675.
9950	-52.7	100	0.0834	0.0747	0.0087	MAX STEPS 100 REACHED, DISTANCE 0.0747.
9951	-54.5	100	0.0768	0.0978	-0.0209	MAX STEPS 100 REACHED, DISTANCE 0.0978.
9952	-48.1	100	0.0294	0.0584	-0.0290	MAX STEPS 100 REACHED, DISTANCE 0.0584.
9953	-137.0	97	0.0149	0.0342	-0.0193	ACTUATOR EXCEEDED: l3 = 0.1260 @step 97
9954	-47.5	100	0.0890	0.0545	0.0346	MAX STEPS 100 REACHED, DISTANCE 0.0545.
9955	-35.0	100	0.0409	0.0185	0.0224	MAX STEPS 100 REACHED, DISTANCE 0.0185.
9956	-46.0	100	0.0727	0.0346	0.0381	MAX STEPS 100 REACHED, DISTANCE 0.0346.
9957	-56.4	100	0.0885	0.1064	-0.0179	MAX STEPS 100 REACHED, DISTANCE 0.1064.
9958	-53.9	100	0.0866	0.0958	-0.0092	MAX STEPS 100 REACHED, DISTANCE 0.0958.
9959	-44.6	100	0.0527	0.0584	-0.0057	MAX STEPS 100 REACHED, DISTANCE 0.0584.
9960	-130.4	69	0.0530	0.0356	0.0174	ACTUATOR EXCEEDED: l1 = 0.1260 @step 69
9961	-45.8	100	0.0453	0.0513	-0.0060	MAX STEPS 100 REACHED, DISTANCE 0.0513.
9962	-51.2	100	0.0904	0.0820	0.0084	MAX STEPS 100 REACHED, DISTANCE 0.0820.
9963	-47.6	100	0.0442	0.0607	-0.0165	MAX STEPS 100 REACHED, DISTANCE 0.0607.
9964	-53.1	100	0.0872	0.0725	0.0148	MAX STEPS 100 REACHED, DISTANCE 0.0725.
9965	-53.5	100	0.0906	0.0879	0.0027	MAX STEPS 100 REACHED, DISTANCE 0.0879.
9966	-51.7	100	0.0607	0.0780	-0.0173	MAX STEPS 100 REACHED, DISTANCE 0.0780.
9967	-54.3	100	0.0820	0.0804	0.0016	MAX STEPS 100 REACHED, DISTANCE 0.0804.
9968	-56.7	100	0.1161	0.1048	0.0113	MAX STEPS 100 REACHED, DISTANCE 0.1048.
9969	-43.3	100	0.0282	0.0365	-0.0083	MAX STEPS 100 REACHED, DISTANCE 0.0365.
9970	-53.2	100	0.0932	0.0844	0.0088	MAX STEPS 100 REACHED, DISTANCE 0.0844.
9971	-58.1	100	0.1042	0.1167	-0.0125	MAX STEPS 100 REACHED, DISTANCE 0.1167.
9972	-52.7	100	0.0946	0.0765	0.0182	MAX STEPS 100 REACHED, DISTANCE 0.0765.
9973	-54.0	100	0.0792	0.1000	-0.0208	MAX STEPS 100 REACHED, DISTANCE 0.1000.
9974	85.9	38	0.0428	0.0036	0.0393	GOAL!!! DISPLACEMENT 0.0036m @step 38
9975	-47.2	100	0.0493	0.0537	-0.0044	MAX STEPS 100 REACHED, DISTANCE 0.0537.
9976	-53.8	100	0.0962	0.0990	-0.0027	MAX STEPS 100 REACHED, DISTANCE 0.0990.
9977	-49.6	100	0.0831	0.0523	0.0308	MAX STEPS 100 REACHED, DISTANCE 0.0523.
9978	-52.9	100	0.1047	0.0672	0.0375	MAX STEPS 100 REACHED, DISTANCE 0.0672.
9979	-53.5	100	0.1076	0.0842	0.0234	MAX STEPS 100 REACHED, DISTANCE 0.0842.
9980	-52.8	100	0.0950	0.0722	0.0229	MAX STEPS 100 REACHED, DISTANCE 0.0722.
9981	-47.2	100	0.0760	0.0524	0.0236	MAX STEPS 100 REACHED, DISTANCE 0.0524.
9982	-49.0	100	0.0777	0.0586	0.0191	MAX STEPS 100 REACHED, DISTANCE 0.0586.
9983	-52.5	100	0.0832	0.0846	-0.0014	MAX STEPS 100 REACHED, DISTANCE 0.0846.
9984	-45.8	100	0.0424	0.0521	-0.0097	MAX STEPS 100 REACHED, DISTANCE 0.0521.
9985	-42.3	100	0.0694	0.0139	0.0555	MAX STEPS 100 REACHED, DISTANCE 0.0139.
9986	-47.0	100	0.0429	0.0533	-0.0104	MAX STEPS 100 REACHED, DISTANCE 0.0533.
9987	-54.6	100	0.1170	0.0888	0.0282	MAX STEPS 100 REACHED, DISTANCE 0.0888.
9988	-56.1	100	0.1020	0.1054	-0.0034	MAX STEPS 100 REACHED, DISTANCE 0.1054.
9989	-47.6	100	0.0838	0.0594	0.0244	MAX STEPS 100 REACHED, DISTANCE 0.0594.
9990	-47.9	100	0.0361	0.0575	-0.0214	MAX STEPS 100 REACHED, DISTANCE 0.0575.
9991	-54.6	100	0.0844	0.0981	-0.0137	MAX STEPS 100 REACHED, DISTANCE 0.0981.
9992	-57.4	100	0.1024	0.1163	-0.0138	MAX STEPS 100 REACHED, DISTANCE 0.1163.
9993	-52.5	100	0.0815	0.0825	-0.0010	MAX STEPS 100 REACHED, DISTANCE 0.0825.
9994	-48.6	100	0.0509	0.0542	-0.0033	MAX STEPS 100 REACHED, DISTANCE 0.0542.
9995	-56.2	100	0.1079	0.0961	0.0118	MAX STEPS 100 REACHED, DISTANCE 0.0961.
9996	-54.6	100	0.0868	0.0925	-0.0057	MAX STEPS 100 REACHED, DISTANCE 0.0925.
9997	-46.4	100	0.0723	0.0398	0.0325	MAX STEPS 100 REACHED, DISTANCE 0.0398.
9998	-47.5	100	0.0523	0.0489	0.0034	MAX STEPS 100 REACHED, DISTANCE 0.0489.
9999	-58.4	100	0.1112	0.1227	-0.0115	MAX STEPS 100 REACHED, DISTANCE 0.1227.
10000	-55.5	100	0.0865	0.1066	-0.0201	MAX STEPS 100 REACHED, DISTANCE 0.1066.
10001	-51.1	100	0.0714	0.0657	0.0057	MAX STEPS 100 REACHED, DISTANCE 0.0657.
10002	-53.7	100	0.1005	0.0843	0.0163	MAX STEPS 100 REACHED, DISTANCE 0.0843.
10003	-48.4	100	0.0448	0.0590	-0.0142	MAX STEPS 100 REACHED, DISTANCE 0.0590.
10004	-55.6	100	0.0867	0.1111	-0.0243	MAX STEPS 100 REACHED, DISTANCE 0.1111.
10005	-42.2	100	0.0385	0.0330	0.0055	MAX STEPS 100 REACHED, DISTANCE 0.0330.
10006	-43.7	100	0.0562	0.0347	0.0215	MAX STEPS 100 REACHED, DISTANCE 0.0347.
10007	-45.4	100	0.0722	0.0424	0.0297	MAX STEPS 100 REACHED, DISTANCE 0.0424.
10008	-51.2	100	0.0515	0.0764	-0.0249	MAX STEPS 100 REACHED, DISTANCE 0.0764.
10009	-47.9	100	0.0946	0.0410	0.0536	MAX STEPS 100 REACHED, DISTANCE 0.0410.
10010	-54.6	100	0.1115	0.0836	0.0280	MAX STEPS 100 REACHED, DISTANCE 0.0836.
10011	-38.4	100	0.0302	0.0242	0.0060	MAX STEPS 100 REACHED, DISTANCE 0.0242.
10012	-57.8	100	0.1059	0.1136	-0.0078	MAX STEPS 100 REACHED, DISTANCE 0.1136.
10013	-46.1	100	0.0218	0.0536	-0.0317	MAX STEPS 100 REACHED, DISTANCE 0.0536.
10014	-52.8	100	0.0678	0.0808	-0.0131	MAX STEPS 100 REACHED, DISTANCE 0.0808.
10015	-51.0	100	0.0349	0.0677	-0.0328	MAX STEPS 100 REACHED, DISTANCE 0.0677.
10016	-49.5	100	0.0380	0.0590	-0.0210	MAX STEPS 100 REACHED, DISTANCE 0.0590.
10017	-41.4	100	0.0400	0.0306	0.0094	MAX STEPS 100 REACHED, DISTANCE 0.0306.
10018	-52.7	100	0.0786	0.0701	0.0086	MAX STEPS 100 REACHED, DISTANCE 0.0701.
10019	-58.0	100	0.1081	0.1192	-0.0111	MAX STEPS 100 REACHED, DISTANCE 0.1192.
10020	-55.1	100	0.0937	0.1028	-0.0091	MAX STEPS 100 REACHED, DISTANCE 0.1028.
10021	-52.1	100	0.0652	0.0842	-0.0190	MAX STEPS 100 REACHED, DISTANCE 0.0842.
10022	-48.6	100	0.0356	0.0590	-0.0234	MAX STEPS 100 REACHED, DISTANCE 0.0590.
10023	-46.0	100	0.0486	0.0624	-0.0138	MAX STEPS 100 REACHED, DISTANCE 0.0624.
10024	-53.3	100	0.0826	0.0761	0.0065	MAX STEPS 100 REACHED, DISTANCE 0.0761.
10025	-53.0	100	0.1077	0.0895	0.0181	MAX STEPS 100 REACHED, DISTANCE 0.0895.
10026	-56.3	100	0.0821	0.1060	-0.0239	MAX STEPS 100 REACHED, DISTANCE 0.1060.
10027	-54.5	100	0.0802	0.0913	-0.0111	MAX STEPS 100 REACHED, DISTANCE 0.0913.
10028	-52.5	100	0.0579	0.0758	-0.0180	MAX STEPS 100 REACHED, DISTANCE 0.0758.
10029	-45.7	100	0.0777	0.0351	0.0425	MAX STEPS 100 REACHED, DISTANCE 0.0351.
10030	-51.9	100	0.0521	0.0804	-0.0283	MAX STEPS 100 REACHED, DISTANCE 0.0804.
10031	-51.1	100	0.0992	0.0746	0.0246	MAX STEPS 100 REACHED, DISTANCE 0.0746.
10032	-49.3	100	0.0315	0.0654	-0.0340	MAX STEPS 100 REACHED, DISTANCE 0.0654.
10033	-53.0	100	0.0776	0.0917	-0.0141	MAX STEPS 100 REACHED, DISTANCE 0.0917.
10034	-46.4	100	0.0585	0.0371	0.0214	MAX STEPS 100 REACHED, DISTANCE 0.0371.
10035	-52.0	100	0.0886	0.0799	0.0087	MAX STEPS 100 REACHED, DISTANCE 0.0799.
10036	-42.5	100	0.0424	0.0330	0.0094	MAX STEPS 100 REACHED, DISTANCE 0.0330.
10037	-56.4	100	0.0865	0.0994	-0.0129	MAX STEPS 100 REACHED, DISTANCE 0.0994.
10038	-134.6	90	0.0330	0.0256	0.0074	ACTUATOR EXCEEDED: l3 = 0.1260 @step 90
10039	-50.1	100	0.0932	0.0642	0.0290	MAX STEPS 100 REACHED, DISTANCE 0.0642.
10040	-54.3	100	0.0975	0.0841	0.0134	MAX STEPS 100 REACHED, DISTANCE 0.0841.
10041	-45.3	100	0.0374	0.0479	-0.0105	MAX STEPS 100 REACHED, DISTANCE 0.0479.
10042	-47.7	100	0.0386	0.0599	-0.0213	MAX STEPS 100 REACHED, DISTANCE 0.0599.
10043	-42.1	100	0.0240	0.0376	-0.0136	MAX STEPS 100 REACHED, DISTANCE 0.0376.
10044	-43.1	100	0.0538	0.0456	0.0082	MAX STEPS 100 REACHED, DISTANCE 0.0456.
10045	-47.0	100	0.0447	0.0504	-0.0056	MAX STEPS 100 REACHED, DISTANCE 0.0504.
10046	-42.8	100	0.0351	0.0448	-0.0096	MAX STEPS 100 REACHED, DISTANCE 0.0448.
10047	-59.9	100	0.1218	0.1362	-0.0144	MAX STEPS 100 REACHED, DISTANCE 0.1362.
10048	-56.1	100	0.1080	0.0976	0.0103	MAX STEPS 100 REACHED, DISTANCE 0.0976.
10049	-43.3	100	0.0278	0.0442	-0.0164	MAX STEPS 100 REACHED, DISTANCE 0.0442.
10050	-55.4	100	0.0936	0.0989	-0.0053	MAX STEPS 100 REACHED, DISTANCE 0.0989.
10051	-49.6	100	0.0536	0.0622	-0.0086	MAX STEPS 100 REACHED, DISTANCE 0.0622.
10052	-48.2	100	0.0399	0.0558	-0.0160	MAX STEPS 100 REACHED, DISTANCE 0.0558.
10053	-44.0	100	0.0282	0.0507	-0.0226	MAX STEPS 100 REACHED, DISTANCE 0.0507.
10054	-51.6	100	0.0544	0.0780	-0.0236	MAX STEPS 100 REACHED, DISTANCE 0.0780.
10055	-49.0	100	0.0487	0.0588	-0.0101	MAX STEPS 100 REACHED, DISTANCE 0.0588.
10056	-56.7	100	0.1070	0.1004	0.0066	MAX STEPS 100 REACHED, DISTANCE 0.1004.
10057	-47.5	100	0.0266	0.0534	-0.0268	MAX STEPS 100 REACHED, DISTANCE 0.0534.
10058	-48.3	100	0.0264	0.0541	-0.0277	MAX STEPS 100 REACHED, DISTANCE 0.0541.
10059	-53.8	100	0.1079	0.0854	0.0225	MAX STEPS 100 REACHED, DISTANCE 0.0854.
10060	-46.3	100	0.0247	0.0450	-0.0203	MAX STEPS 100 REACHED, DISTANCE 0.0450.
10061	-51.0	100	0.0479	0.0564	-0.0086	MAX STEPS 100 REACHED, DISTANCE 0.0564.
10062	-52.1	100	0.0819	0.0805	0.0014	MAX STEPS 100 REACHED, DISTANCE 0.0805.
10063	-52.5	100	0.0580	0.0837	-0.0257	MAX STEPS 100 REACHED, DISTANCE 0.0837.
10064	-38.4	100	0.0715	0.0198	0.0517	MAX STEPS 100 REACHED, DISTANCE 0.0198.
10065	-45.7	100	0.0806	0.0415	0.0390	MAX STEPS 100 REACHED, DISTANCE 0.0415.
10066	-49.7	100	0.0973	0.0479	0.0494	MAX STEPS 100 REACHED, DISTANCE 0.0479.
10067	-52.1	100	0.0747	0.0692	0.0055	MAX STEPS 100 REACHED, DISTANCE 0.0692.
10068	-47.6	100	0.0269	0.0700	-0.0431	MAX STEPS 100 REACHED, DISTANCE 0.0700.
10069	-47.5	100	0.0858	0.0340	0.0518	MAX STEPS 100 REACHED, DISTANCE 0.0340.
10070	-49.6	100	0.0819	0.0533	0.0286	MAX STEPS 100 REACHED, DISTANCE 0.0533.
10071	-47.1	100	0.0328	0.0417	-0.0089	MAX STEPS 100 REACHED, DISTANCE 0.0417.
10072	-46.5	100	0.0325	0.0461	-0.0136	MAX STEPS 100 REACHED, DISTANCE 0.0461.
10073	-48.3	100	0.0646	0.0516	0.0131	MAX STEPS 100 REACHED, DISTANCE 0.0516.
10074	-52.6	100	0.0519	0.0916	-0.0397	MAX STEPS 100 REACHED, DISTANCE 0.0916.
10075	-53.6	100	0.0738	0.0791	-0.0053	MAX STEPS 100 REACHED, DISTANCE 0.0791.
10076	-57.4	100	0.1124	0.1081	0.0043	MAX STEPS 100 REACHED, DISTANCE 0.1081.
10077	-50.5	100	0.0621	0.0753	-0.0133	MAX STEPS 100 REACHED, DISTANCE 0.0753.
10078	-51.2	100	0.1028	0.0527	0.0501	MAX STEPS 100 REACHED, DISTANCE 0.0527.
10079	-47.7	100	0.0469	0.0616	-0.0147	MAX STEPS 100 REACHED, DISTANCE 0.0616.
10080	-37.3	100	0.0465	0.0140	0.0325	MAX STEPS 100 REACHED, DISTANCE 0.0140.
10081	-48.7	100	0.0715	0.0616	0.0100	MAX STEPS 100 REACHED, DISTANCE 0.0616.
10082	-48.7	100	0.0337	0.0802	-0.0465	MAX STEPS 100 REACHED, DISTANCE 0.0802.
10083	-56.1	100	0.1101	0.0922	0.0179	MAX STEPS 100 REACHED, DISTANCE 0.0922.
10084	-46.7	100	0.0422	0.0441	-0.0019	MAX STEPS 100 REACHED, DISTANCE 0.0441.
10085	-45.2	100	0.0601	0.0354	0.0247	MAX STEPS 100 REACHED, DISTANCE 0.0354.
10086	-49.9	100	0.0324	0.0857	-0.0532	MAX STEPS 100 REACHED, DISTANCE 0.0857.
10087	-56.9	100	0.1123	0.1048	0.0074	MAX STEPS 100 REACHED, DISTANCE 0.1048.
10088	-45.9	100	0.0355	0.0377	-0.0023	MAX STEPS 100 REACHED, DISTANCE 0.0377.
10089	-48.9	100	0.0439	0.0585	-0.0145	MAX STEPS 100 REACHED, DISTANCE 0.0585.
10090	-51.1	100	0.0922	0.0590	0.0332	MAX STEPS 100 REACHED, DISTANCE 0.0590.
10091	-38.0	100	0.0761	0.0346	0.0415	MAX STEPS 100 REACHED, DISTANCE 0.0346.
10092	-53.8	100	0.0934	0.0856	0.0077	MAX STEPS 100 REACHED, DISTANCE 0.0856.
10093	-48.5	100	0.0334	0.0569	-0.0235	MAX STEPS 100 REACHED, DISTANCE 0.0569.
10094	-47.1	100	0.0705	0.0483	0.0222	MAX STEPS 100 REACHED, DISTANCE 0.0483.
10095	-50.2	100	0.0772	0.0615	0.0158	MAX STEPS 100 REACHED, DISTANCE 0.0615.
10096	-40.8	100	0.0631	0.0235	0.0397	MAX STEPS 100 REACHED, DISTANCE 0.0235.
10097	-51.1	100	0.0580	0.0812	-0.0232	MAX STEPS 100 REACHED, DISTANCE 0.0812.
10098	-49.4	100	0.0407	0.0606	-0.0199	MAX STEPS 100 REACHED, DISTANCE 0.0606.
10099	-124.1	45	0.0939	0.0892	0.0046	ACTUATOR EXCEEDED: l1 = 0.0740 @step 45
10100	-48.4	100	0.0720	0.0563	0.0156	MAX STEPS 100 REACHED, DISTANCE 0.0563.
10101	-129.9	71	0.0273	0.0630	-0.0357	ACTUATOR EXCEEDED: l1 = 0.0740 @step 71
10102	-49.7	100	0.0562	0.0741	-0.0179	MAX STEPS 100 REACHED, DISTANCE 0.0741.
10103	-47.1	100	0.0343	0.0522	-0.0179	MAX STEPS 100 REACHED, DISTANCE 0.0522.
10104	-55.6	100	0.0862	0.1063	-0.0201	MAX STEPS 100 REACHED, DISTANCE 0.1063.
10105	-56.0	100	0.1035	0.0900	0.0135	MAX STEPS 100 REACHED, DISTANCE 0.0900.
10106	-136.8	94	0.0739	0.0308	0.0431	ACTUATOR EXCEEDED: l1 = 0.0740 @step 94
10107	-52.5	100	0.0695	0.0877	-0.0182	MAX STEPS 100 REACHED, DISTANCE 0.0877.
10108	-40.6	100	0.0189	0.0271	-0.0083	MAX STEPS 100 REACHED, DISTANCE 0.0271.
10109	-53.1	100	0.0877	0.0747	0.0130	MAX STEPS 100 REACHED, DISTANCE 0.0747.
10110	-44.1	100	0.0443	0.0381	0.0062	MAX STEPS 100 REACHED, DISTANCE 0.0381.
10111	-43.4	100	0.0586	0.0293	0.0293	MAX STEPS 100 REACHED, DISTANCE 0.0293.
10112	-52.7	100	0.0816	0.0867	-0.0051	MAX STEPS 100 REACHED, DISTANCE 0.0867.
10113	-48.7	100	0.0871	0.0586	0.0285	MAX STEPS 100 REACHED, DISTANCE 0.0586.
10114	-55.7	100	0.1036	0.0963	0.0073	MAX STEPS 100 REACHED, DISTANCE 0.0963.
10115	-44.6	100	0.0748	0.0178	0.0570	MAX STEPS 100 REACHED, DISTANCE 0.0178.
10116	-55.8	100	0.1088	0.0884	0.0204	MAX STEPS 100 REACHED, DISTANCE 0.0884.
10117	-45.7	100	0.0469	0.0410	0.0060	MAX STEPS 100 REACHED, DISTANCE 0.0410.
10118	-52.6	100	0.0901	0.0723	0.0178	MAX STEPS 100 REACHED, DISTANCE 0.0723.
10119	-42.5	100	0.0720	0.0247	0.0473	MAX STEPS 100 REACHED, DISTANCE 0.0247.
10120	-40.4	100	0.0149	0.0293	-0.0143	MAX STEPS 100 REACHED, DISTANCE 0.0293.
10121	-55.8	100	0.1133	0.0905	0.0227	MAX STEPS 100 REACHED, DISTANCE 0.0905.
10122	-134.1	66	0.1054	0.0672	0.0382	ACTUATOR EXCEEDED: l1 = 0.0740 @step 66
10123	-50.9	100	0.0885	0.0652	0.0233	MAX STEPS 100 REACHED, DISTANCE 0.0652.
10124	-141.4	73	0.1147	0.1027	0.0120	ACTUATOR EXCEEDED: l2 = 0.0740 @step 73
10125	-53.9	100	0.0875	0.0860	0.0015	MAX STEPS 100 REACHED, DISTANCE 0.0860.
10126	-34.2	100	0.0349	0.0301	0.0048	MAX STEPS 100 REACHED, DISTANCE 0.0301.
10127	-55.4	100	0.0779	0.1103	-0.0324	MAX STEPS 100 REACHED, DISTANCE 0.1103.
10128	-50.4	100	0.0496	0.0771	-0.0276	MAX STEPS 100 REACHED, DISTANCE 0.0771.
10129	-38.1	100	0.0692	0.0073	0.0619	MAX STEPS 100 REACHED, DISTANCE 0.0073.
10130	-120.4	41	0.1063	0.0376	0.0688	ACTUATOR EXCEEDED: l1 = 0.0740 @step 41
10131	96.2	12	0.0267	0.0030	0.0237	GOAL!!! DISPLACEMENT 0.0030m @step 12
10132	-54.0	100	0.0916	0.0839	0.0077	MAX STEPS 100 REACHED, DISTANCE 0.0839.
10133	-41.0	100	0.0458	0.0292	0.0167	MAX STEPS 100 REACHED, DISTANCE 0.0292.
10134	-50.0	100	0.0685	0.0512	0.0173	MAX STEPS 100 REACHED, DISTANCE 0.0512.
10135	-48.2	100	0.0549	0.0597	-0.0048	MAX STEPS 100 REACHED, DISTANCE 0.0597.
10136	-141.9	97	0.0850	0.0365	0.0486	ACTUATOR EXCEEDED: l1 = 0.0740 @step 97
10137	-51.3	100	0.1075	0.0546	0.0530	MAX STEPS 100 REACHED, DISTANCE 0.0546.
10138	-55.7	100	0.1130	0.0884	0.0247	MAX STEPS 100 REACHED, DISTANCE 0.0884.
10139	-49.5	100	0.0702	0.0658	0.0044	MAX STEPS 100 REACHED, DISTANCE 0.0658.
10140	-48.0	100	0.0604	0.0566	0.0037	MAX STEPS 100 REACHED, DISTANCE 0.0566.
10141	-57.2	100	0.1082	0.1044	0.0038	MAX STEPS 100 REACHED, DISTANCE 0.1044.
10142	-43.0	100	0.0522	0.0369	0.0153	MAX STEPS 100 REACHED, DISTANCE 0.0369.
10143	-50.8	100	0.0559	0.0725	-0.0166	MAX STEPS 100 REACHED, DISTANCE 0.0725.
10144	-38.1	100	0.0444	0.0270	0.0174	MAX STEPS 100 REACHED, DISTANCE 0.0270.
10145	-46.3	100	0.0464	0.0445	0.0019	MAX STEPS 100 REACHED, DISTANCE 0.0445.
10146	-145.1	90	0.0811	0.0595	0.0216	ACTUATOR EXCEEDED: l2 = 0.0740 @step 90
10147	-46.3	100	0.0746	0.0324	0.0423	MAX STEPS 100 REACHED, DISTANCE 0.0324.
10148	-50.3	100	0.0665	0.0632	0.0033	MAX STEPS 100 REACHED, DISTANCE 0.0632.
10149	-53.0	100	0.0842	0.0832	0.0010	MAX STEPS 100 REACHED, DISTANCE 0.0832.
10150	-57.2	100	0.0949	0.1225	-0.0276	MAX STEPS 100 REACHED, DISTANCE 0.1225.
10151	-34.8	100	0.0275	0.0264	0.0011	MAX STEPS 100 REACHED, DISTANCE 0.0264.
10152	-44.3	100	0.0840	0.0388	0.0452	MAX STEPS 100 REACHED, DISTANCE 0.0388.
10153	-141.6	83	0.0987	0.0420	0.0567	ACTUATOR EXCEEDED: l1 = 0.0740 @step 83
10154	-54.5	100	0.0791	0.0901	-0.0110	MAX STEPS 100 REACHED, DISTANCE 0.0901.
10155	-51.2	100	0.0826	0.0669	0.0158	MAX STEPS 100 REACHED, DISTANCE 0.0669.
10156	-47.7	100	0.0542	0.0548	-0.0006	MAX STEPS 100 REACHED, DISTANCE 0.0548.
10157	-137.1	73	0.0944	0.0634	0.0311	ACTUATOR EXCEEDED: l1 = 0.0740 @step 73
10158	-46.0	100	0.0649	0.0419	0.0230	MAX STEPS 100 REACHED, DISTANCE 0.0419.
10159	-55.9	100	0.0889	0.1037	-0.0147	MAX STEPS 100 REACHED, DISTANCE 0.1037.
10160	-40.7	100	0.0307	0.0392	-0.0085	MAX STEPS 100 REACHED, DISTANCE 0.0392.
10161	-54.7	100	0.0895	0.0734	0.0161	MAX STEPS 100 REACHED, DISTANCE 0.0734.
10162	-52.0	100	0.1066	0.0662	0.0404	MAX STEPS 100 REACHED, DISTANCE 0.0662.
10163	-139.1	76	0.1129	0.0548	0.0582	ACTUATOR EXCEEDED: l1 = 0.0740 @step 76
10164	-41.4	100	0.0502	0.0229	0.0273	MAX STEPS 100 REACHED, DISTANCE 0.0229.
10165	-47.2	100	0.0908	0.0483	0.0425	MAX STEPS 100 REACHED, DISTANCE 0.0483.
10166	-44.9	100	0.0372	0.0462	-0.0090	MAX STEPS 100 REACHED, DISTANCE 0.0462.
10167	-38.7	100	0.0308	0.0289	0.0018	MAX STEPS 100 REACHED, DISTANCE 0.0289.
10168	-148.9	87	0.1056	0.0988	0.0068	ACTUATOR EXCEEDED: l1 = 0.0740 @step 87
10169	-42.5	100	0.0438	0.0278	0.0160	MAX STEPS 100 REACHED, DISTANCE 0.0278.
10170	-46.0	100	0.0639	0.0440	0.0199	MAX STEPS 100 REACHED, DISTANCE 0.0440.
10171	-37.1	100	0.0451	0.0097	0.0354	MAX STEPS 100 REACHED, DISTANCE 0.0097.
10172	-141.5	78	0.0970	0.0725	0.0245	ACTUATOR EXCEEDED: l1 = 0.0740 @step 78
10173	-50.9	100	0.0661	0.0638	0.0023	MAX STEPS 100 REACHED, DISTANCE 0.0638.
10174	-47.4	100	0.0465	0.0577	-0.0113	MAX STEPS 100 REACHED, DISTANCE 0.0577.
10175	-49.0	100	0.0897	0.0599	0.0297	MAX STEPS 100 REACHED, DISTANCE 0.0599.
10176	-47.4	100	0.0827	0.0433	0.0394	MAX STEPS 100 REACHED, DISTANCE 0.0433.
10177	-45.1	100	0.0610	0.0422	0.0188	MAX STEPS 100 REACHED, DISTANCE 0.0422.
10178	-51.2	100	0.0702	0.0761	-0.0059	MAX STEPS 100 REACHED, DISTANCE 0.0761.
10179	-45.0	100	0.0354	0.0401	-0.0047	MAX STEPS 100 REACHED, DISTANCE 0.0401.
10180	-128.0	66	0.0773	0.0242	0.0531	ACTUATOR EXCEEDED: l1 = 0.0740 @step 66
10181	-52.1	100	0.0710	0.0726	-0.0016	MAX STEPS 100 REACHED, DISTANCE 0.0726.
10182	-55.8	100	0.0991	0.0999	-0.0008	MAX STEPS 100 REACHED, DISTANCE 0.0999.
10183	-150.5	99	0.1025	0.0500	0.0525	ACTUATOR EXCEEDED: l2 = 0.0740 @step 99
10184	-48.2	100	0.0450	0.0627	-0.0177	MAX STEPS 100 REACHED, DISTANCE 0.0627.
10185	-53.9	100	0.0882	0.0807	0.0076	MAX STEPS 100 REACHED, DISTANCE 0.0807.
10186	-44.4	100	0.0350	0.0374	-0.0024	MAX STEPS 100 REACHED, DISTANCE 0.0374.
10187	-45.2	100	0.0284	0.0487	-0.0203	MAX STEPS 100 REACHED, DISTANCE 0.0487.
10188	-51.3	100	0.0848	0.0618	0.0230	MAX STEPS 100 REACHED, DISTANCE 0.0618.
10189	-52.5	100	0.1021	0.0739	0.0282	MAX STEPS 100 REACHED, DISTANCE 0.0739.
10190	-49.1	100	0.0720	0.0531	0.0189	MAX STEPS 100 REACHED, DISTANCE 0.0531.
10191	-39.4	100	0.0600	0.0265	0.0335	MAX STEPS 100 REACHED, DISTANCE 0.0265.
10192	-45.4	100	0.0217	0.0351	-0.0134	MAX STEPS 100 REACHED, DISTANCE 0.0351.
10193	-52.6	100	0.0908	0.0752	0.0156	MAX STEPS 100 REACHED, DISTANCE 0.0752.
10194	-55.8	100	0.1034	0.0939	0.0095	MAX STEPS 100 REACHED, DISTANCE 0.0939.
10195	-42.5	100	0.0651	0.0184	0.0468	MAX STEPS 100 REACHED, DISTANCE 0.0184.
10196	-47.9	100	0.0533	0.0578	-0.0046	MAX STEPS 100 REACHED, DISTANCE 0.0578.
10197	-137.9	75	0.1072	0.0516	0.0557	ACTUATOR EXCEEDED: l1 = 0.0740 @step 75
10198	-49.2	100	0.0598	0.0584	0.0014	MAX STEPS 100 REACHED, DISTANCE 0.0584.
10199	-45.8	100	0.0358	0.0560	-0.0202	MAX STEPS 100 REACHED, DISTANCE 0.0560.
10200	-151.2	93	0.1129	0.0843	0.0286	ACTUATOR EXCEEDED: l1 = 0.0740 @step 93
10201	-49.6	100	0.0609	0.0655	-0.0046	MAX STEPS 100 REACHED, DISTANCE 0.0655.
10202	-45.8	100	0.0745	0.0434	0.0311	MAX STEPS 100 REACHED, DISTANCE 0.0434.
